c,r,A,orbit,valuations,min_orbit,primitive_period,essential
2405,12,24,"[983,2677,2609,1279,3121,1471,3409,1579,3571,6559,11041,4441]","[1,2,3,1,3,1,3,1,1,1,3,4]",983,12,True
2509,12,24,"[179,1523,3539,6563,11099,17903,28109,21709,16909,13309,10609,1073]","[1,1,1,1,1,1,2,2,2,2,5,5]",179,12,True
2509,12,24,"[227,1595,3647,6725,5671,9761,1987,4235,7607,12665,5063,8849]","[1,1,1,2,1,4,1,1,1,3,1,7]",227,12,True
2509,12,24,"[239,1613,1837,2005,2131,4451,7931,13151,20981,16363,25799,39953]","[1,2,2,2,1,1,1,1,2,1,1,9]",239,12,True
2509,12,24,"[355,1787,3935,7157,5995,10247,16625,1637,1855,4037,3655,6737]","[1,1,1,2,1,1,5,2,1,2,1,6]",355,12,True
2509,12,24,"[395,1847,4025,1823,3989,3619,6683,11279,18173,14257,1415,3377]","[1,1,3,1,2,1,1,1,2,5,1,5]",395,12,True
2509,12,24,"[443,1919,4133,3727,6845,5761,1237,1555,3587,6635,11207,18065]","[1,1,2,1,2,4,2,1,1,1,1,7]",443,12,True
2509,12,24,"[467,1955,4187,7535,12557,10045,8161,1687,3785,1733,1927,4145]","[1,1,1,1,2,2,4,1,3,2,1,5]",467,12,True
2509,12,24,"[479,1973,2107,4415,7877,6535,11057,1115,2927,5645,4861,4273]","[1,2,1,1,2,1,5,1,1,2,2,5]",479,12,True
2509,12,24,"[725,1171,3011,5771,9911,16121,6359,10793,4361,1949,2089,1097]","[2,1,1,1,1,3,1,3,3,2,3,3]",725,12,True
2509,12,24,"[751,2381,2413,2437,2455,4937,2165,2251,4631,8201,3389,3169]","[1,2,2,2,1,3,2,1,1,3,2,4]",751,12,True
2509,12,24,"[815,2477,2485,2491,4991,8741,7183,12029,9649,983,2729,1337]","[1,2,2,1,1,2,1,2,5,1,3,3]",815,12,True
2509,12,24,"[827,2495,4997,4375,7817,3245,3061,2923,5639,9713,989,1369]","[1,1,2,1,3,2,2,1,1,5,2,3]",827,12,True
2509,12,24,"[887,2585,1283,3179,6023,10289,1043,2819,5483,9479,15473,1529]","[1,3,1,1,1,5,1,1,1,1,5,3]",887,12,True
2509,12,24,"[941,1333,1627,3695,6797,5725,4921,2159,4493,3997,3625,1673]","[2,2,1,1,2,2,3,1,2,2,3,3]",941,12,True
2509,12,24,"[971,2711,5321,2309,2359,4793,2111,4421,3943,7169,1501,1753]","[1,1,3,2,1,3,1,2,1,4,2,3]",971,12,True
2509,12,24,"[1015,2777,1355,3287,6185,2633,1301,1603,3659,6743,11369,4577]","[1,3,1,1,3,3,2,1,1,1,3,4]",1015,12,True
2617,9,15,"[4423,7943,13223,21143,33023,50843,77573,29417,22717]","[1,1,1,1,1,1,3,2,4]",4423,9,True
2617,9,15,"[4679,8327,13799,22007,34319,52787,80489,61021,11605]","[1,1,1,1,1,1,2,4,3]",4679,9,True
2617,9,15,"[4711,8375,13871,22115,34481,26515,41081,31465,24253]","[1,1,1,1,2,1,2,2,4]",4711,9,True
2617,9,15,"[4967,8759,14447,22979,35777,27487,42539,65117,12373]","[1,1,1,1,2,1,1,4,3]",4967,9,True
2617,9,15,"[5255,9191,15095,23951,37235,57161,43525,16649,13141]","[1,1,1,1,1,2,3,2,3]",5255,9,True
2617,9,15,"[5287,9239,15167,24059,37397,14351,22835,35561,27325]","[1,1,1,1,3,1,1,2,4]",5287,9,True
2617,9,15,"[5351,9335,15311,24275,37721,28945,22363,34853,13397]","[1,1,1,1,2,2,1,3,3]",5351,9,True
2617,9,15,"[5359,9347,15329,12151,19535,30611,47225,36073,27709]","[1,1,2,1,1,1,2,2,4]",5359,9,True
2617,9,15,"[5615,9731,15905,12583,20183,31583,48683,74333,14101]","[1,1,2,1,1,1,1,4,3]",5615,9,True
2617,9,15,"[5687,9839,16067,25409,19711,30875,47621,18185,14293]","[1,1,1,2,1,1,3,2,3]",5687,9,True
2617,9,15,"[5767,9959,16247,25679,39827,61049,46441,35485,6817]","[1,1,1,1,1,2,2,4,2]",5767,9,True
2617,9,15,"[5935,10211,16625,13123,20993,16399,25907,40169,30781]","[1,1,2,1,2,1,1,2,4]",5935,9,True
2617,9,15,"[5959,10247,16679,26327,40799,62507,95069,17989,7073]","[1,1,1,1,1,1,4,3,2]",5959,9,True
2617,9,15,"[5999,10307,16769,13231,21155,33041,25435,39461,15125]","[1,1,2,1,1,2,1,3,3]",5999,9,True
2617,9,15,"[6055,10391,16895,26651,41285,15809,12511,20075,31421]","[1,1,1,1,3,2,1,1,4]",6055,9,True
2617,9,15,"[6119,10487,17039,26867,41609,31861,12275,19721,15445]","[1,1,1,1,2,3,1,2,3]",6119,9,True
2617,9,15,"[6199,10607,17219,27137,21007,32819,50537,38557,7393]","[1,1,1,2,1,1,2,4,2]",6199,9,True
2617,9,15,"[6247,10679,17327,27299,42257,32347,49829,19013,7457]","[1,1,1,1,2,1,3,3,2]",6247,9,True
2617,9,15,"[6263,10703,17363,27353,21169,16531,26105,20233,15829]","[1,1,1,2,2,1,2,2,3]",6263,9,True
2617,9,15,"[6659,11297,9127,14999,23807,37019,56837,21641,16885]","[1,2,1,1,1,1,3,2,3]",6659,9,True
2617,9,15,"[6703,11363,18353,14419,22937,17857,14047,22379,34877]","[1,1,2,1,2,2,1,1,4]",6703,9,True
2617,9,15,"[6767,11459,18497,14527,23099,35957,13811,22025,17173]","[1,1,2,1,1,3,1,2,3]",6767,9,True
2617,9,15,"[6775,11471,18515,29081,22465,17503,27563,42653,8161]","[1,1,1,2,2,1,1,4,2]",6775,9,True
2617,9,15,"[6823,11543,18623,29243,45173,17267,27209,21061,8225]","[1,1,1,1,3,1,2,3,2]",6823,9,True
2617,9,15,"[6863,11603,18713,14689,11671,18815,29531,45605,17429]","[1,1,2,2,1,1,1,3,3]",6863,9,True
2617,9,15,"[6895,11651,18785,14743,23423,36443,55973,21317,8321]","[1,1,2,1,1,1,3,3,2]",6895,9,True
2617,9,15,"[6919,11687,18839,29567,45659,69797,26501,10265,8353]","[1,1,1,1,1,3,3,2,2]",6919,9,True
2617,9,15,"[7079,11927,19199,30107,46469,17753,13969,11131,18005]","[1,1,1,1,3,2,2,1,3]",7079,9,True
2617,9,15,"[7171,12065,9703,15863,25103,38963,59753,45469,8689]","[1,2,1,1,1,1,2,4,2]",7171,9,True
2617,9,15,"[7231,12155,19541,7655,12791,20495,32051,49385,37693]","[1,1,3,1,1,1,1,2,4]",7231,9,True
2617,9,15,"[7235,12161,9775,15971,25265,19603,30713,23689,18421]","[1,2,1,1,2,1,2,2,3]",7235,9,True
2617,9,15,"[7351,12335,19811,31025,23923,37193,28549,11033,8929]","[1,1,1,2,1,2,3,2,2]",7351,9,True
2617,9,15,"[7415,12431,19955,31241,24085,9359,15347,24329,18901]","[1,1,1,2,3,1,1,2,3]",7415,9,True
2617,9,15,"[7471,12515,20081,15715,24881,19315,30281,23365,9089]","[1,1,2,1,2,1,2,3,2]",7471,9,True
2617,9,15,"[7543,12623,20243,31673,24409,18961,14875,23621,9185]","[1,1,1,2,2,2,1,3,2]",7543,9,True
2617,9,15,"[7631,12755,20441,15985,12643,20273,15859,25097,19477]","[1,1,2,2,1,2,1,2,3]",7631,9,True
2617,9,15,"[7727,12899,20657,16147,25529,19801,15505,12283,19733]","[1,1,2,1,2,2,2,1,3]",7727,9,True
2617,9,15,"[7747,12929,10351,16835,26561,20575,32171,49565,9457]","[1,2,1,1,2,1,1,4,2]",7747,9,True
2617,9,15,"[7975,13271,21215,33131,51005,9727,15899,25157,9761]","[1,1,1,1,4,1,1,3,2]",7975,9,True
2617,9,15,"[7999,13307,21269,8303,13763,21953,17119,26987,41789]","[1,1,3,1,1,2,1,1,4]",7999,9,True
2617,9,15,"[8215,13631,21755,33941,13055,20891,32645,12569,10081]","[1,1,1,3,1,1,3,2,2]",8215,9,True
2617,9,15,"[8323,13793,10999,17807,28019,43337,33157,12761,10225]","[1,2,1,1,1,2,3,2,2]",8323,9,True
2617,9,15,"[8387,13889,11071,17915,28181,10895,17651,27785,21493]","[1,2,1,1,3,1,1,2,3]",8387,9,True
2617,9,15,"[8515,14081,11215,18131,28505,22033,17179,27077,10481]","[1,2,1,1,2,2,1,3,2]",8515,9,True
2617,9,15,"[8531,14105,11233,9079,14927,23699,36857,28297,21877]","[1,2,2,1,1,1,2,2,3]",8531,9,True
2617,9,15,"[8623,14243,22673,17659,27797,10751,17435,27461,10625]","[1,1,2,1,3,1,1,3,2]",8623,9,True
2617,9,15,"[8767,14459,22997,8951,14735,23411,36425,27973,10817]","[1,1,3,1,1,1,2,3,2]",8767,9,True
2617,9,15,"[9023,14843,23573,9167,15059,23897,18577,14587,23189]","[1,1,3,1,1,2,2,1,3]",9023,9,True
2617,9,15,"[9043,14873,11809,9511,15575,24671,38315,58781,11185]","[1,2,2,1,1,1,1,4,2]",9043,9,True
2617,9,15,"[9187,15089,11971,19265,15103,23963,37253,14297,11377]","[1,2,1,2,1,1,3,2,2]",9187,9,True
2617,9,15,"[9367,15359,24347,37829,14513,11539,18617,14617,11617]","[1,1,1,3,2,1,2,2,2]",9367,9,True
2617,9,15,"[9683,15833,12529,10051,16385,12943,20723,32393,24949]","[1,2,2,1,2,1,1,2,3]",9683,9,True
2617,9,15,"[9811,16025,12673,10159,16547,26129,20251,31685,12209]","[1,2,2,1,1,2,1,3,2]",9811,9,True
2617,9,15,"[9919,16187,25589,9923,16193,12799,20507,32069,12353]","[1,1,3,1,2,1,1,3,2]",9919,9,True
2617,9,15,"[10339,16817,13267,21209,16561,13075,20921,16345,12913]","[1,2,1,2,2,1,2,2,2]",10339,9,True
2617,9,15,"[11219,18137,14257,11347,18329,14401,11455,18491,29045]","[1,2,2,1,2,2,1,1,3]",11219,9,True
2665,8,20,"[71,1439,3491,6569,5593,4861,539,2141]","[1,1,1,2,2,5,1,7]",71,8,True
2665,8,20,"[79,1451,3509,1649,1903,4187,7613,797]","[1,1,3,2,1,1,5,6]",79,8,True
2665,8,20,"[97,739,2441,2497,2539,5141,2261,1181]","[2,1,2,2,1,3,3,6]",97,8,True
2665,8,20,"[101,371,1889,2083,4457,4009,3673,3421]","[3,1,2,1,2,2,2,7]",101,8,True
2665,8,20,"[103,1487,3563,6677,2837,1397,857,1309]","[1,1,1,3,3,3,2,6]",103,8,True
2665,8,20,"[179,1601,1867,4133,1883,4157,473,1021]","[1,2,1,3,1,5,2,5]",179,8,True
2665,8,20,"[223,1667,3833,3541,1661,239,1691,3869]","[1,1,2,3,5,1,1,6]",223,8,True
2665,8,20,"[241,847,2603,5237,2297,2389,1229,397]","[2,1,1,3,2,3,4,4]",241,8,True
2665,8,20,"[259,1721,1957,1067,2933,1433,1741,493]","[1,2,3,1,3,2,4,4]",259,8,True
2665,8,20,"[277,437,497,1039,2891,5669,2459,5021]","[3,3,2,1,1,3,1,6]",277,8,True
2665,8,20,"[307,1793,2011,4349,491,2069,1109,749]","[1,2,1,5,1,3,3,4]",307,8,True
2671,12,29,"[25,1373,3395,1607,1873,4145,7553,12665,20333,31835,767,1243]","[1,1,3,2,1,1,1,1,1,7,2,8]",25,12,True
2671,12,29,"[95,739,611,563,545,2153,4565,8183,6805,11543,9325,15323]","[2,3,3,3,1,1,1,2,1,2,1,9]",95,12,True
2671,12,29,"[191,811,319,907,337,1841,4097,7481,12557,20171,3949,7259]","[2,4,2,4,1,1,1,1,1,4,1,7]",191,12,True
2671,12,29,"[287,883,665,2333,4835,2147,1139,761,2477,5051,557,2171]","[2,3,1,1,3,3,3,1,1,5,1,5]",287,12,True
2671,12,29,"[313,1805,4043,925,2723,1355,421,1967,2143,2275,1187,779]","[1,1,4,1,3,4,1,2,2,3,3,4]",313,12,True
2695,6,18,"[43,353,1877,4163,949,2771]","[3,1,1,4,1,8]",43,6,True
2695,6,18,"[59,359,943,1381,3419,1619]","[3,2,2,1,3,7]",59,6,True
2695,6,18,"[71,727,1219,397,1943,2131]","[2,2,4,1,2,7]",71,6,True
2695,6,18,"[131,193,1637,3803,1763,499]","[4,1,1,3,4,5]",131,6,True
2695,6,18,"[163,199,823,1291,821,2579]","[4,2,2,3,1,6]",163,6,True
2695,6,18,"[283,443,503,1051,731,611]","[3,3,2,3,3,4]",283,6,True
2755,10,22,"[157,1613,3797,7073,11987,9679,1987,2179,2323,2431]","[1,1,1,1,2,4,2,2,2,6]",157,10,True
2755,10,22,"[251,877,2693,5417,9503,977,2843,2821,5609,9791]","[2,1,1,1,5,1,2,1,1,7]",251,10,True
2755,10,22,"[277,1793,4067,3739,3493,6617,11303,4583,2063,559]","[1,1,2,2,1,1,3,3,4,4]",277,10,True
2755,10,22,"[347,949,2801,5579,4873,8687,1801,4079,937,2783]","[2,1,1,2,1,4,1,4,1,5]",347,10,True
2755,10,22,"[397,1973,4337,7883,6601,11279,2287,601,2279,1199]","[1,1,1,2,1,4,4,1,3,4]",397,10,True
2755,10,22,"[421,2009,4391,1991,1091,1507,1819,2053,4457,8063]","[1,1,3,3,2,2,2,1,1,6]",421,10,True
2755,10,22,"[433,2027,2209,4691,4207,961,2819,2803,2791,1391]","[1,2,1,2,4,1,2,2,3,4]",433,10,True
2755,10,22,"[439,509,2141,4589,8261,13769,22031,4303,979,1423]","[3,1,1,1,1,1,4,4,2,4]",439,10,True
2755,10,22,"[521,2159,577,2243,2371,2467,2539,2593,5267,4639]","[1,4,1,2,2,2,2,1,2,5]",521,10,True
2755,10,22,"[569,2231,1181,3149,6101,10529,17171,13567,679,599]","[1,3,1,1,1,1,2,6,3,3]",569,10,True
2755,10,22,"[731,1237,3233,6227,5359,1177,3143,1523,1831,1031]","[2,1,1,2,4,1,3,2,3,3]",731,10,True
2755,10,22,"[761,2519,1289,3311,793,2567,1307,1669,3881,7199]","[1,3,1,4,1,3,2,1,1,5]",761,10,True
2777,12,22,"[551,2215,4711,8455,14071,22495,35131,54085,20629,8083,13513,10829]","[1,1,1,1,1,1,1,3,3,1,2,6]",551,12,True
2777,12,22,"[791,2575,5251,9265,7643,12853,5167,9139,15097,12017,9707,15949]","[1,1,1,2,1,3,1,1,2,2,1,6]",791,12,True
2777,12,22,"[871,2695,5431,9535,15691,24925,4847,8659,14377,11477,4651,8365]","[1,1,1,1,1,4,1,1,2,3,1,5]",871,12,True
2777,12,22,"[887,2719,5467,9589,3943,7303,12343,19903,31243,48253,9221,3805]","[1,1,1,3,1,1,1,1,1,4,3,4]",887,12,True
2777,12,22,"[1031,2935,5791,10075,16501,6535,11191,18175,28651,44365,2123,4573]","[1,1,1,1,3,1,1,1,1,6,1,4]",1031,12,True
2777,12,22,"[1183,3163,6133,2647,5359,9427,15529,12341,4975,8851,14665,11693]","[1,1,3,1,1,1,2,3,1,1,2,5]",1183,12,True
2777,12,22,"[1313,1679,3907,7249,6131,10585,8633,7169,6071,10495,17131,27085]","[2,1,1,2,1,2,2,2,1,1,1,6]",1313,12,True
2777,12,22,"[1409,1751,4015,7411,12505,10073,8249,6881,5855,10171,16645,6589]","[2,1,1,1,2,2,2,2,1,1,3,4]",1409,12,True
2777,12,22,"[1423,3523,6673,5699,9937,8147,13609,10901,4435,8041,6725,2869]","[1,1,2,1,2,1,2,3,1,2,3,3]",1423,12,True
2777,12,22,"[1475,3601,3395,6481,5555,9721,7985,6683,11413,4627,8329,6941]","[1,2,1,2,1,2,2,1,3,1,2,4]",1475,12,True
2777,12,22,"[1495,3631,6835,11641,9425,7763,13033,10469,4273,3899,7237,3061]","[1,1,1,2,2,1,2,3,2,1,3,3]",1495,12,True
2777,12,22,"[1571,3745,3503,6643,11353,9209,7601,6395,10981,4465,4043,7453]","[1,2,1,1,2,2,2,1,3,2,1,4]",1571,12,True
2777,12,22,"[1607,3799,7087,12019,19417,15257,12137,9797,4021,1855,4171,7645]","[1,1,1,1,2,2,2,3,3,1,1,4]",1607,12,True
2777,12,22,"[1735,3991,7375,12451,20065,15743,25003,38893,3733,1747,4009,3701]","[1,1,1,1,2,1,1,5,3,1,2,3]",1735,12,True
2777,12,22,"[1819,4117,1891,4225,3863,7183,12163,19633,15419,24517,9541,3925]","[1,3,1,2,1,1,1,2,1,3,3,3]",1819,12,True
2777,12,22,"[2143,4603,8293,3457,3287,6319,10867,17689,13961,11165,2267,4789]","[1,1,3,2,1,1,1,2,2,4,1,3]",2143,12,True
2777,12,22,"[2359,4927,8779,14557,2903,5743,10003,16393,12989,2609,2651,5365]","[1,1,1,4,1,1,1,2,4,2,1,3]",2359,12,True
2777,12,22,"[2435,5041,4475,8101,3385,3233,3119,6067,10489,8561,7115,12061]","[1,2,1,3,2,2,1,1,2,2,1,4]",2435,12,True
2777,12,22,"[2543,5203,9193,7589,3193,3089,3011,5905,5123,9073,7499,12637]","[1,1,2,3,2,2,1,2,1,2,1,4]",2543,12,True
2777,12,22,"[2705,2723,5473,4799,8587,14269,2849,2831,5635,9841,8075,13501]","[2,1,2,1,1,4,2,1,1,2,1,4]",2705,12,True
2785,9,23,"[29,359,1931,4289,3913,3631,6839,11651,18869]","[3,1,1,2,2,1,1,1,11]",29,9,True
2785,9,23,"[41,727,2483,5117,2267,4793,4291,7829,821]","[2,1,1,3,1,2,1,5,7]",41,9,True
2785,9,23,"[49,733,623,2327,4883,8717,3617,3409,3253]","[2,3,1,1,1,3,2,2,8]",49,9,True
2785,9,23,"[73,751,2519,5171,9149,3779,7061,749,629]","[2,1,1,1,3,1,5,3,6]",73,9,True
2785,9,23,"[113,781,641,1177,1579,3761,3517,1667,3893]","[2,3,2,2,1,2,3,1,7]",113,9,True
2785,9,23,"[127,1583,3767,7043,11957,151,1619,3821,1781]","[1,1,1,1,8,1,1,3,6]",127,9,True
2785,9,23,"[197,211,1709,989,719,2471,5099,9041,7477]","[4,1,3,3,1,1,1,2,7]",197,9,True
2785,9,23,"[247,1763,4037,931,2789,697,1219,3221,389]","[1,1,4,1,4,2,1,5,4]",247,9,True
2785,9,23,"[257,889,1363,3437,1637,481,1057,1489,1813]","[2,2,1,3,4,2,2,2,5]",257,9,True
2785,9,23,"[289,913,1381,433,1021,731,2489,2563,5237]","[2,2,4,2,3,1,2,1,6]",289,9,True
2977,9,24,"[107,1649,1981,1115,3161,3115,6161,5365,149]","[1,2,3,1,2,1,2,7,5]",107,9,True
2977,9,24,"[109,413,527,2279,4907,8849,7381,785,1333]","[3,3,1,1,1,2,5,2,6]",109,9,True
2977,9,24,"[121,835,2741,175,1751,4115,7661,3245,1589]","[2,1,6,1,1,1,3,3,6]",121,9,True
2977,9,24,"[139,1697,2017,2257,2437,643,2453,323,1973]","[1,2,2,2,4,1,5,1,6]",139,9,True
2977,9,24,"[161,865,1393,1789,1043,3053,1517,941,725]","[2,2,2,3,1,3,3,3,5]",161,9,True
3001,10,30,"[13,95,1643,3965,931,2897,2923,5885,1291,3437]","[5,1,1,4,1,2,1,4,1,10]",13,10,True
3001,10,30,"[41,781,167,1751,4127,7691,13037,329,997,749]","[2,5,1,1,1,1,7,2,3,7]",41,10,True
3005,9,23,"[31,1549,1913,1093,1571,3859,7291,12439,20161]","[1,2,3,2,1,1,1,1,11]",31,9,True
3005,9,23,"[37,779,2671,5509,4883,8827,14743,23617,577]","[2,1,1,2,1,1,1,7,7]",37,9,True
3005,9,23,"[43,1567,3853,3641,1741,2057,1147,3223,6337]","[1,1,2,3,2,3,1,1,9]",43,9,True
3005,9,23,"[59,1591,3889,917,1439,3661,3497,1687,4033]","[1,1,4,2,1,2,3,1,8]",59,9,True
3005,9,23,"[73,403,2107,4663,8497,1781,2087,4633,2113]","[3,1,1,1,4,2,1,3,7]",73,9,True
3005,9,23,"[127,1693,2021,2267,4903,8857,3697,881,353]","[1,2,2,1,1,3,4,4,5]",127,9,True
3005,9,23,"[139,1711,4069,3803,7207,12313,4993,281,481]","[1,1,2,1,1,3,6,3,5]",139,9,True
3005,9,23,"[167,1753,1033,763,2647,5473,607,2413,2561]","[1,3,3,1,1,5,1,2,6]",167,9,True
3005,9,23,"[217,457,547,2323,4987,8983,14977,749,1313]","[3,3,1,1,1,1,6,2,5]",217,9,True
3005,9,23,"[253,941,1457,461,1097,787,2683,5527,9793]","[2,2,4,2,3,1,1,1,7]",253,9,True
3005,9,23,"[269,953,733,1301,1727,4093,3821,3617,433]","[2,3,2,2,1,2,2,5,4]",269,9,True
3005,9,23,"[569,589,1193,823,2737,701,1277,1709,2033]","[3,2,3,1,4,2,2,2,4]",569,9,True
3017,12,27,"[47,1579,3877,1831,4255,7891,13345,10763,17653,6997,3001,3005]","[1,1,3,1,1,1,2,1,3,3,2,8]",47,12,True
3017,12,27,"[71,1615,3931,7405,1577,1937,2207,4819,8737,7307,12469,5053]","[1,1,1,4,2,2,1,1,2,1,3,8]",71,12,True
3017,12,27,"[145,863,2803,5713,5039,9067,15109,6043,10573,2171,4765,541]","[2,1,1,2,1,1,3,1,4,1,5,5]",145,12,True
3017,12,27,"[155,1741,515,2281,2465,2603,5413,2407,5119,9187,15289,12221]","[1,4,1,2,2,1,3,1,1,1,2,8]",155,12,True
3017,12,27,"[229,463,2203,4813,1091,3145,3113,3089,3071,6115,10681,8765]","[3,1,1,4,1,2,2,2,1,1,2,7]",229,12,True
3017,12,27,"[239,1867,4309,1993,2249,2441,2585,2693,1387,3589,1723,4093]","[1,1,3,2,2,2,2,3,1,3,1,6]",239,12,True
3017,12,27,"[257,947,2929,2951,5935,10411,17125,6799,11707,19069,941,365]","[2,1,2,1,1,1,3,1,1,6,4,4]",257,12,True
3017,12,27,"[299,1957,1111,3175,6271,10915,17881,14165,5689,5021,565,589]","[1,3,1,1,1,1,2,3,2,5,3,4]",299,12,True
3017,12,27,"[367,2059,4597,2101,1165,407,2119,4687,8539,14317,2873,2909]","[1,1,3,3,4,1,1,1,1,4,2,5]",367,12,True
3017,12,27,"[377,1037,383,2083,4633,4229,1963,4453,2047,4579,8377,7037]","[2,4,1,1,2,3,1,3,1,1,2,6]",377,12,True
3017,12,27,"[419,2137,2357,1261,425,1073,1559,3847,7279,12427,20149,7933]","[1,2,3,4,2,2,1,1,1,1,3,6]",419,12,True
3017,12,27,"[473,1109,793,1349,883,2833,2879,5827,10249,8441,7085,1517]","[2,3,2,3,1,2,1,1,2,2,4,4]",473,12,True
3017,12,27,"[625,1223,3343,6523,11293,1153,1619,3937,3707,7069,757,661]","[2,1,1,1,5,2,1,2,1,5,3,3]",625,12,True
3019,11,27,"[49,1583,971,1483,1867,2155,2371,2533,5309,9473,15719]","[1,3,2,2,2,2,2,1,1,1,10]",49,11,True
3019,11,27,"[59,799,677,2525,5297,9455,3923,3697,7055,3023,1511]","[2,3,1,1,1,3,2,1,3,3,7]",59,11,True
3019,11,27,"[61,1601,3911,461,2201,4811,4363,4027,3775,1793,4199]","[1,1,5,1,1,2,2,2,3,1,8]",61,11,True
3019,11,27,"[95,413,2129,4703,2141,4721,8591,3599,1727,1025,3047]","[3,1,1,3,1,1,3,3,3,1,7]",95,11,True
3019,11,27,"[127,425,2147,2365,5057,9095,947,1465,3707,3535,1703]","[3,1,2,1,1,5,2,1,2,3,6]",127,11,True
3019,11,27,"[131,853,2789,5693,10049,16583,1649,3983,1871,1079,391]","[2,1,1,1,1,5,1,3,3,4,5]",131,11,True
3019,11,27,"[253,1889,4343,1003,1507,1885,4337,8015,3383,823,343]","[1,1,4,2,2,1,1,3,4,4,4]",253,11,True
3059,12,30,"[11,773,2689,5563,4937,8935,3733,7129,12223,2483,2627,2735]","[2,1,1,2,1,3,1,1,4,2,2,10]",11,12,True
3059,12,30,"[25,1567,485,2257,4915,4451,4103,1921,4411,4073,7639,3247]","[1,4,1,1,2,2,3,1,2,1,3,9]",25,12,True
3059,12,30,"[55,403,1067,1565,3877,7345,12547,10175,2099,2339,2519,1327]","[3,2,2,1,1,1,2,4,2,2,3,7]",55,12,True
3059,12,30,"[83,827,1385,3607,1735,1033,3079,1537,3835,3641,6991,751]","[2,2,1,3,3,1,3,1,2,1,5,6]",83,12,True
3059,12,30,"[89,1663,503,571,1193,3319,1627,1985,4507,4145,7747,6575]","[1,4,3,2,1,3,2,1,2,1,2,8]",89,12,True
3059,12,30,"[163,887,715,1301,3481,6751,1457,3715,3551,857,2815,719]","[2,3,2,1,1,4,1,2,4,1,4,5]",163,12,True
3059,12,30,"[251,953,2959,373,2089,4663,2131,2363,2537,5335,2383,319]","[2,1,5,1,1,3,2,2,1,3,5,4]",251,12,True
3059,12,30,"[263,481,2251,2453,5209,9343,1943,1111,799,341,2041,4591]","[3,1,2,1,1,4,3,3,4,1,1,6]",263,12,True
3059,12,30,"[305,1987,2255,307,995,1511,949,2953,5959,2617,5455,607]","[1,2,5,2,2,3,1,1,3,1,5,4]",305,12,True
3059,12,30,"[535,583,601,2431,647,625,2467,2615,1363,1787,2105,4687]","[3,3,1,4,3,1,2,3,2,2,1,5]",535,12,True
3115,8,28,"[47,407,271,491,1147,1639,251,967]","[3,4,3,2,2,5,2,7]",47,8,True
3131,6,14,"[133,1765,4213,7885,13393,21655]","[1,1,1,1,1,9]",133,6,True
3131,6,14,"[149,1789,4249,7939,6737,11671]","[1,1,1,2,1,8]",149,6,True
3131,6,14,"[181,1837,4321,8047,3409,6679]","[1,1,1,3,1,7]",181,6,True
3131,6,14,"[185,1843,2165,4813,8785,14743]","[1,2,1,1,1,8]",185,6,True
3131,6,14,"[221,1897,4411,4091,3851,3671]","[1,1,2,2,2,6]",221,6,True
3131,6,14,"[229,1909,4429,8209,13879,1399]","[1,1,1,1,5,5]",229,6,True
3131,6,14,"[245,1933,4465,8263,1745,4183]","[1,1,1,4,1,6]",245,6,True
3131,6,14,"[253,1945,4483,4145,7783,1655]","[1,1,2,1,4,5]",253,6,True
3131,6,14,"[275,989,3049,6139,5387,4823]","[2,1,1,2,2,6]",275,6,True
3131,6,14,"[281,1987,2273,4975,2257,4951]","[1,2,1,3,1,6]",281,6,True
3131,6,14,"[289,1999,1141,3277,6481,11287]","[1,3,1,1,1,7]",289,6,True
3131,6,14,"[301,2017,4591,2113,4735,2167]","[1,1,3,1,3,5]",301,6,True
3131,6,14,"[307,1013,3085,6193,10855,2231]","[2,1,1,1,4,5]",307,6,True
3131,6,14,"[347,1043,1565,3913,7435,6359]","[2,2,1,1,2,6]",347,6,True
3131,6,14,"[353,2095,1177,3331,3281,6487]","[1,3,1,2,1,6]",353,6,True
3131,6,14,"[355,1049,3139,3137,6271,2743]","[2,1,2,1,3,5]",355,6,True
3131,6,14,"[361,2107,2363,2555,2699,2807]","[1,2,2,2,2,5]",361,6,True
3131,6,14,"[373,2125,4753,8695,913,2935]","[1,1,1,5,1,5]",373,6,True
3131,6,14,"[377,2131,2381,5137,9271,967]","[1,2,1,1,5,4]",377,6,True
3131,6,14,"[397,2161,4807,1097,3211,3191]","[1,1,4,1,2,5]",397,6,True
3131,6,14,"[409,2179,2417,5191,1169,3319]","[1,2,1,4,1,5]",409,6,True
3131,6,14,"[413,2185,4843,4415,2047,1159]","[1,1,2,3,3,4]",413,6,True
3131,6,14,"[425,2203,2435,2609,5479,1223]","[1,2,2,1,4,4]",425,6,True
3131,6,14,"[443,1115,1619,1997,4561,8407]","[2,2,2,1,1,6]",443,6,True
3131,6,14,"[451,1121,3247,1609,3979,3767]","[2,1,3,1,2,5]",451,6,True
3131,6,14,"[463,565,2413,5185,9343,3895]","[3,1,1,1,3,5]",463,6,True
3131,6,14,"[467,1133,3265,6463,2815,1447]","[2,1,1,3,3,4]",467,6,True
3131,6,14,"[481,2287,1249,3439,1681,4087]","[1,3,1,3,1,5]",481,6,True
3131,6,14,"[497,2311,629,2509,5329,9559]","[1,4,1,1,1,6]",497,6,True
3131,6,14,"[521,2347,2543,1345,3583,1735]","[1,2,3,1,3,4]",521,6,True
